2015/06/05	代码	名称	最新	市盈率	涨幅	总额	换手率	销售毛利率	每股净资产	净利润同比	主营收入同比	连涨日子	连涨涨幅	连涨上市	涨停降幅	涨停位置	小幅个数	备忘	报告期	主营收入同比	A股	行业	市盈率	净利润同比	主营收入同比	400组振幅	外盘	30组涨幅	30日子	量比	均价	委比	委差	成交笔数	成交方向	总市值	流通市值
2292	'300055'	万邦达  	43.00	27.26①	5.94%	381200	17.23%	35.551	3.660	376.210	209.380	33.000							20150331一季报	209.380	51625	社会服务	27.26①	376.210	209.380		464226			1.65	42.87	-23.45%	-1927	99813	-	3161295	2219892
2293	'300056'	三维丝  		93.58①				32.468	2.992	294.670	107.430	431.000						<*icon=29*> 	20150331一季报	107.430	11489	机械仪表	93.58①	294.670	107.430						36.31					543779	417165
2294	'300057'	万顺股份		81.34①				16.568	4.237	-22.420	7.720								20150331一季报	7.720	24990	造纸印刷	81.34①	-22.420	7.720						16.30					687860	407338
2295	'300058'	蓝色光标		-87.64①				29.725	4.509	-183.000	22.590								20150331一季报	22.590	66022	文化传播	-87.64①	-183.000	22.590						38.56					3726392	2545813
2296	'300059'	东方财富		178.88①				79.230	1.190	1011.740	251.240	24.000							20150331一季报	251.240	128626	信息技术	178.88①	1011.740	251.240						84.00					14224897	10804543
2297	'300061'	康耐特  		355.11①				28.554	1.674	84.320	9.970	521.000							20150331一季报	9.970	14255	其他制造	355.11①	84.320	9.970						31.25					778238	445469
2298	'300062'	中能电气		128.94①				32.213	4.885	-10.120	-9.780								20150331一季报	-9.780	7913	机械仪表	128.94①	-10.120	-9.780						20.63					318129	163248
2299	'300063'	天龙集团		-2650.00①				18.903	3.224	-124.570	6.700	20.000							20150331一季报	6.700	11925	石油化工	-2650.00①	-124.570	6.700						47.70					958770	568820
2300	'300064'	豫金刚石		132.63①				39.854	2.422	31.040	24.930								20150331一季报	24.930	60575	金属材料	132.63①	31.040	24.930						18.25					1109600	1105494
2301	'300065'	海兰信  		862.25①				37.286	2.863	-43.410	-37.070								20150331一季报	-37.070	18136	信息技术	862.25①	-43.410	-37.070						34.49					726035	625510
2302	'300066'	三川股份		97.91①				31.906	2.808	35.650	14.640								20150331一季报	14.640	37296	机械仪表	97.91①	35.650	14.640						19.70					786551	734733
2303	'300067'	安诺其  		61.77①				36.183	1.712	87.860	25.300	439.000							20150331一季报	25.300	34064	石油化工	61.77①	87.860	25.300						17.89					942193	609409
2304	'300068'	南都电源		86.50①				14.401	4.680	-40.640	9.820								20150331一季报	9.820	43507	机械仪表	86.50①	-40.640	9.820						17.30					1046615	752663
2305	'300069'	金利华电		405.17①				24.188	4.167	-78.310	-13.710								20150331一季报	-13.710	8033	机械仪表	405.17①	-78.310	-13.710						48.62					568854	390580
2306	'300070'	碧水源  	58.50	731.25①	-2.58%	117523	3.02%	30.633	5.720	13.870	45.150								20150331一季报	45.150	65717	社会服务	731.25①	13.870	45.150		87149			0.97	59.14	51.73%	838	26822	-	6321524	3844441
2307	'300071'	华谊嘉信		107.45①				17.840	2.937	262.290	53.020								20150331一季报	53.020	23636	社会服务	107.45①	262.290	53.020						21.49					818166	507932
2308	'300072'	三聚环保		74.18①				38.776	3.011	232.790	152.620								20150331一季报	152.620	59688	石油化工	74.18①	232.790	152.620						45.90					3036236	2739665
2309	'300073'	当升科技		-296.68①				3.882	5.086	-93.800	27.980	35.000							20150331一季报	27.980	15899	金属材料	-296.68①	-93.800	27.980						28.60					457600	454718
2310	'300074'	华平股份		-90.69①				50.442	1.874	-323.880	-48.640								20150331一季报	-48.640	34284	信息技术	-90.69①	-323.880	-48.640						17.34					915552	594478
2311	'300075'	数字政通		942.47①				45.271	2.968	28.250	7.400								20150331一季报	7.400	25023	信息技术	942.47①	28.250	7.400						62.58					2380011	1565926
2312	'300076'	GQY视讯 		-973.75①				41.186	5.074	-0.860	-28.770								20150331一季报	-28.770	17980	信息技术	-973.75①	-0.860	-28.770						38.95					825740	700339
2313	'300077'	国民技术		463.38①				34.729	10.010	376.890	31.640								20150331一季报	31.640	26029	电子	463.38①	376.890	31.640						74.14					2016608	1929813
2314	'300078'	中瑞思创		40.77①				40.347	6.950	7.060	20.790								20150331一季报	20.790	11684	电子	40.77①	7.060	20.790						21.20					355100	247695
2315	'300079'	数码视讯		114.00①				71.947	4.270	6.110	84.550								20150331一季报	84.550	60316	信息技术	114.00①	6.110	84.550						29.32					2019846	1768457
2316	'300080'	新大新材		6875.00①				22.143	6.401	-98.580	-19.150								20150331一季报	-19.150	35966	金属材料	6875.00①	-98.580	-19.150						16.50					829627	593432
2317	'300081'	恒信移动		-377.50①				25.765	5.785	52.320	-20.380	16.000							20150331一季报	-20.380	8566	信息技术	-377.50①	52.320	-20.380						75.50					1011700	646754
2318	'300082'	奥克股份	13.88	788.64①	-0.29%	26439	2.80%	8.944	4.201	-86.950	-5.990	4.000							20150331一季报	-5.990	67386	石油化工	788.64①	-86.950	-5.990		86051			0.86	14.01	-32.95%	-1314	13349	-	935401	935320
2319	'300083'	劲胜精密		-25.32①				11.055	8.901	-362.130	6.320								20150331一季报	6.320	20202	电子	-25.32①	-362.130	6.320						37.48					855324	757172
2320	'300084'	海默科技		145.19①				36.207	3.300	160.930	105.540								20150331一季报	105.540	22302	采掘业	145.19①	160.930	105.540						21.43					695973	477936
2321	'300085'	银之杰  		3179.43①				44.339	1.579	244.210	305.080	4.000							20150331一季报	305.080	24934	信息技术	3179.43①	244.210	305.080						122.09					6415151	3044171
2322	'300086'	康芝药业		-598.50①				44.369	5.798	-167.450	-49.230	41.000							20150331一季报	-49.230	28651	生物医药	-598.50①	-167.450	-49.230						47.88					1436400	1371810
2323	'300087'	荃银高科		398.40①				40.890	3.608	-21.110	8.960								20150331一季报	8.960	12073	农牧业	398.40①	-21.110	8.960						14.98					237283	180855
2324	'300088'	长信科技		114.29①				12.857	5.905	-10.710	162.970	371.000							20150331一季报	162.970	48772	电子	114.29①	-10.710	162.970						32.00					1846423	1560704
2325	'300089'	长城集团		350.00①				27.866	5.300	3.380	29.400	180.000							20150331一季报	29.400	8651	金属材料	350.00①	3.380	29.400						42.00					630000	363336
2326	'300090'	盛运环保		89.62①				32.049	4.007	11.610	51.040	25.000							20150331一季报	51.040	37541	机械仪表	89.62①	11.610	51.040						27.46					1453992	1030883
2327	'300091'	金通灵  		245.10①				24.625	3.929	270.220	31.730								20150331一季报	31.730	14457	机械仪表	245.10①	270.220	31.730						49.02					1024518	708671
2328	'300092'	科新机电		1093.23①				20.824	2.254	119.590	5.870	53.000							20150331一季报	5.870	15200	机械仪表	1093.23①	119.590	5.870						20.99					477522	319053
2329	'300093'	金刚玻璃		215.50①				39.301	4.077	0.710	7.870	190.000							20150331一季报	7.870	21526	金属材料	215.50①	0.710	7.870						25.86					558576	556671
2330	'300094'	国联水产		-153.96①				7.899	4.796	-237.060	-23.670								20150331一季报	-23.670	35020	农牧业	-153.96①	-237.060	-23.670						36.95					1306237	1294002
2331	'300095'	华伍股份		155.56①				29.855	2.565	6.580	-9.190	17.000							20150331一季报	-9.190	22893	机械仪表	155.56①	6.580	-9.190						18.73					577249	428794
2332	'300096'	易联众  		2996.21①				49.269	1.584	-85.410	-1.290								20150331一季报	-1.290	30253	信息技术	2996.21①	-85.410	-1.290						39.55					1700650	1196496
2333	'300097'	智云股份		-402.63①				24.827	3.566	-270.740	20.210								20150331一季报	20.210	7999	机械仪表	-402.63①	-270.740	20.210						32.21					390877	257632
2334	'300098'	高新兴  		65.21①				40.363	3.197	28.510	75.710	566.000							20150331一季报	75.710	16055	信息技术	65.21①	28.510	75.710						21.31					625628	342139
2335	'300099'	尤洛卡  		-289.75①				60.776	3.834	-121.180	-79.930	423.000							20150331一季报	-79.930	10867	机械仪表	-289.75①	-121.180	-79.930						23.18					497442	251906
2336	'300100'	双林股份		54.61①				26.610	4.822	76.590	73.000	196.000							20150331一季报	73.000	26700	机械仪表	54.61①	76.590	73.000						30.58					1203941	816486
2337	'300101'	振芯科技		140.42①				51.728	2.792	260.960	151.810								20150331一季报	151.810	22020	信息技术	140.42①	260.960	151.810						36.06					1002468	794048
2338	'300102'	乾照光电		490.38①				29.825	3.013	-71.800	-12.480								20150331一季报	-12.480	35113	电子	490.38①	-71.800	-12.480						15.30					902700	537227
2339	'300103'	达刚路机		977.53①				19.752	3.772	-84.410	-69.350	567.000							20150331一季报	-69.350	8442	机械仪表	977.53①	-84.410	-69.350						34.80					736834	293779
2340	'300104'	乐视网  		371.75①				12.513	1.751	11.290	107.750	353.000							20150331一季报	107.750	108823	文化传播	371.75①	11.290	107.750						76.58					14172034	8333689
2341	'300105'	龙源技术		-146.88①				19.267	4.104	-436.600	-9.970								20150331一季报	-9.970	51322	机械仪表	-146.88①	-436.600	-9.970						23.50					1206058	1206058
2342	'300106'	西部牧业		210.83①				15.580	3.898	-3.860	4.430								20150331一季报	4.430	16287	农牧业	210.83①	-3.860	4.430						25.30					414414	412071
2343	'300107'	建新股份		151.63①				19.439	3.271	-62.830	-17.460								20150331一季报	-17.460	16879	石油化工	151.63①	-62.830	-17.460						12.13					327181	204738
2344	'300108'	双龙股份		70.83①				39.136	3.617	470.310	302.150	297.000							20150331一季报	302.150	12211	石油化工	70.83①	470.310	302.150						22.95					973102	280245
2345	'300109'	新开源  		256.82①				40.527	3.488	137.350	3.700	17.000							20150331一季报	3.700	8041	石油化工	256.82①	137.350	3.700						113.00					1301760	908663
2346	'300110'	华仁药业		105.88①				46.276	2.224	-47.850	22.080	0.000							20150331一季报	22.080	65457	生物医药	105.88①	-47.850	22.080						8.47					569353	554423
2347	'300111'	向日葵  		-92.83①				17.114	1.054	-91.670	-28.590	10.000							20150331一季报	-28.590	111251	电子	-92.83①	-91.670	-28.590						11.14					1247457	1239339
2348	'300112'	万讯自控		547.00①				49.589	1.964	-6.620	-3.360	6.000							20150331一季报	-3.360	13251	机械仪表	547.00①	-6.620	-3.360						21.88					543064	289922
2349	'300113'	顺网科技		119.42①				75.714	3.692	202.770	66.480	17.000							20150331一季报	66.480	17753	信息技术	119.42①	202.770	66.480						57.80					1678512	1026120
2350	'300114'	中航电测		342.91①				30.097	4.441	6.610	-7.460	2.000							20150331一季报	-7.460	20280	电子	342.91①	6.610	-7.460						60.49					1588227	1226737
2351	'300115'	长盈精密		44.95①				28.454	5.313	55.660	105.000								20150331一季报	105.000	51318	电子	44.95①	55.660	105.000						32.22					1790656	1653460
2352	'300116'	坚瑞消防		252.36①				34.698	2.799	458.230	16.260	32.000							20150331一季报	16.260	16273	其他制造	252.36①	458.230	16.260						18.17					605955	295681
2353	'300117'	嘉寓股份		139.17①				16.860	4.043	82.040	33.520	164.000							20150331一季报	33.520	32580	建筑业	139.17①	82.040	33.520						16.70					544086	544086
2354	'300118'	东方日升		-116.03①				19.983	4.104	-278.210	50.080	38.000							20150331一季报	50.080	39516	电子	-116.03①	-278.210	50.080						14.62					950172	577723
2355	'300119'	瑞普生物		68.21①				60.564	4.116	38.550	29.860								20150331一季报	29.860	20360	生物医药	68.21①	38.550	29.860						17.98					699685	366066
2356	'300120'	经纬电材		639.10①				9.195	2.867	-28.030	31.510								20150331一季报	31.510	15517	机械仪表	639.10①	-28.030	31.510						19.94					410565	309404
2357	'300121'	阳谷华泰		207.63①				23.669	1.695	1.730	24.210	5.000							20150331一季报	24.210	13806	石油化工	207.63①	1.730	24.210						16.61					466409	229322
2358	'300122'	智飞生物	44.00	183.33①	-3.53%	36054	2.41%	59.956	3.033	12.010	20.780								20150331一季报	20.780	33315	生物医药	183.33①	12.010	20.780		36829			0.78	44.84	-54.70%	-157	7523	-	3520000	1465866
2359	'300123'	太阳鸟  		-255.50①				21.530	3.166	-155.180	-38.650								20150331一季报	-38.650	27410	机械仪表	-255.50①	-155.180	-38.650						20.44					590506	560253
2360	'300124'	汇川技术		66.38①				49.019	4.600	5.070	3.170								20150331一季报	3.170	61357	机械仪表	66.38①	5.070	3.170						42.48					3324072	2606445
2361	'300125'	易世达  		-57.63①				29.200	9.126	-527.430	-20.670								20150331一季报	-20.670	7770	社会服务	-57.63①	-527.430	-20.670						36.88					435184	286557
2362	'300126'	锐奇股份		196.88①				19.123	3.421	-18.990	1.140	5.000							20150331一季报	1.140	21007	机械仪表	196.88①	-18.990	1.140						31.50					968020	661708
2363	'300127'	银河磁体		79.64				29.188	3.105	30.420	7.100								20141231年报	7.100	22186	电子	79.64	30.420	7.100						17.52					566152	388707
2364	'300128'	锦富新材		-213.51①				6.081	5.210	-127.170	7.640								20150331一季报	7.640	40357	电子	-213.51①	-127.170	7.640						20.07					1013768	809961
2365	'300129'	泰胜风能		149.83①				22.444	2.302	53.570	31.820								20150331一季报	31.820	46379	机械仪表	149.83①	53.570	31.820						17.98					1165104	833890
2366	'300130'	新国都  		811.00①				38.520	10.004	0.630	47.040	16.000							20150331一季报	47.040	7370	机械仪表	811.00①	0.630	47.040						129.76					1483157	956315
2367	'300131'	英唐智控		3406.25①				17.203	1.253	130.230	-42.330	40.000							20150331一季报	-42.330	26546	电子	3406.25①	130.230	-42.330						32.70					1322408	868060
2368	'300132'	青松股份		178.44①				17.424	1.569	-72.320	-17.750								20150331一季报	-17.750	25260	石油化工	178.44①	-72.320	-17.750						9.35					360835	236181
2369	'300133'	华策影视		76.06①				48.341	3.584	10.210	34.270								20150331一季报	34.270	68068	文化传播	76.06①	10.210	34.270						25.77					2523676	1754123
2370	'300134'	大富科技		94.54①				28.034	3.808	-77.770	-9.630								20150331一季报	-9.630	59772	信息技术	94.54①	-77.770	-9.630						36.91					2409485	2206185
2371	'300135'	宝利沥青		600.00①				9.708	1.231	6.650	37.150								20150331一季报	37.150	70904	石油化工	600.00①	6.650	37.150						17.28					1592525	1225227
2372	'300136'	信维通信		271.98①				26.977	1.260	151.590	27.610	6.000							20150331一季报	27.610	40429	电子	271.98①	151.590	27.610						52.22					2843473	2111228
2373	'300137'	先河环保		308.75①				47.631	3.768	128.380	75.320								20150331一季报	75.320	28142	机械仪表	308.75①	128.380	75.320						24.70					850657	695101
2374	'300138'	晨光生物	26.60	242.70①	4.23%	22912	6.34%	9.757	5.639	29.470	-0.640								20150331一季报	-0.640	13673	生物医药	242.70①	29.470	-0.640		44034			0.98	26.45	-60.05%	-526	6644	-	477659	363694
2375	'300139'	福星晓程		114.32				62.218	4.401	-8.740	-12.700								20141231年报	-12.700	21216	电子	114.32	-8.740	-12.700						24.91					682534	528493
2376	'300140'	启源装备						35.841	3.186	-99.310	-23.150								20150331一季报	-23.150	24158	机械仪表		-99.310	-23.150						56.70					1383480	1369764
2377	'300141'	和顺电气		79.43①				26.813	4.093	-28.700	-5.770	4.000							20150331一季报	-5.770	10621	机械仪表	79.43①	-28.700	-5.770						22.24					371333	236216
2378	'300142'	沃森生物	42.60	-103.30①	9.99%	30949	2.19%	40.692	6.032	6.050	-7.760								20150331一季报	-7.760	33665	生物医药	-103.30①	6.050	-7.760		21142			0.50	42.01	100.00%	32233	3539	-	1993680	1434131
2379	'300143'	星河生物		565.59①				31.119	2.087	-41.550	-9.840	375.000							20150331一季报	-9.840	10594	农牧业	565.59①	-41.550	-9.840						19.23					283450	203731
2380	'300144'	宋城演艺		125.04①				64.745	6.198	91.280	57.940	48.000							20150331一季报	57.940	50660	社会服务	125.04①	91.280	57.940						85.68					4778290	4340537
